,filename,width,height,class,xmin,ymin,xmax,ymax
1093,0609.jpg,512,512,Bus,264,208,285,241
1094,0609.jpg,512,512,Car,303,234,356,293
1095,0610.jpg,512,512,Bus,309,223,356,301
1096,0610.jpg,512,512,Car,271,247,290,269
1097,0611.jpg,512,512,speed_sign,214,253,226,273
1098,0612.jpg,512,512,speed_sign,221,275,234,296
1099,0613.jpg,512,512,Traffic_sign,231,247,243,269
1100,0614.jpg,512,512,Traffic_sign,239,271,250,292
1101,0615.jpg,512,512,Person,339,273,365,374
1102,0615.jpg,512,512,Person,292,275,299,302
1103,0615.jpg,512,512,Person,298,275,306,306
1104,0616.jpg,512,512,Person,345,293,368,395
1105,0616.jpg,512,512,Person,300,294,307,324
1106,0616.jpg,512,512,Person,305,296,314,328
1107,0617.jpg,512,512,Person,431,291,470,462
1108,0617.jpg,512,512,Person,474,293,508,466
1109,0618.jpg,512,512,Person,477,315,510,493
1110,0618.jpg,512,512,Person,432,316,471,483
1111,0619.jpg,512,512,Person,409,306,431,364
1112,0620.jpg,512,512,Person,166,295,186,384
1113,0621.jpg,512,512,Bus,294,187,348,275
1114,0621.jpg,512,512,Car,266,215,282,235
1115,0622.jpg,512,512,Person,380,263,399,338
1116,0623.jpg,512,512,Person,385,289,406,358
1117,0624.jpg,512,512,Person,468,256,494,385
1118,0624.jpg,512,512,Person,444,259,467,378
1119,0625.jpg,512,512,Person,448,282,472,393
1120,0625.jpg,512,512,Person,470,276,499,413
1121,0626.jpg,512,512,Person,423,256,466,425
1122,0627.jpg,512,512,Person,424,276,468,452
1123,0628.jpg,512,512,Person,413,257,508,512
1124,0629.jpg,512,512,Person,408,279,506,512
1125,0630.jpg,512,512,Car,278,261,304,295
1126,0631.jpg,512,512,Person,69,237,114,380
1127,0631.jpg,512,512,Person,391,235,416,315
1128,0632.jpg,512,512,Car,268,227,294,264
1129,0633.jpg,512,512,Traffic_sign,202,229,217,250
1130,0634.jpg,512,512,Traffic_sign,187,195,204,215
1131,0635.jpg,512,512,speed_sign,222,252,234,275
1132,0636.jpg,512,512,speed_sign,230,276,241,296
1133,0637.jpg,512,512,Traffic_sign,116,183,140,216
1134,0638.jpg,512,512,Traffic_sign,111,222,130,255
1135,0639.jpg,512,512,Traffic_sign,146,232,174,280
1136,0640.jpg,512,512,Traffic_sign,152,257,179,302
1137,0641.jpg,512,512,Bus,346,234,382,296
1138,0642.jpg,512,512,Bus,336,198,376,266
1139,0643.jpg,512,512,Bus,394,23,512,423
1140,0644.jpg,512,512,Bus,373,2,512,426
1141,0646.jpg,512,512,Traffic_sign,392,158,447,229
1142,0647.jpg,512,512,Traffic_sign,372,120,428,198
1143,0648.jpg,512,512,Person,54,211,73,308
1144,0648.jpg,512,512,Person,91,213,108,284
1145,0649.jpg,512,512,Person,143,216,189,428
1146,0650.jpg,512,512,Person,161,213,175,284
1147,0650.jpg,512,512,Person,112,220,126,245
1148,0651.jpg,512,512,Person,126,208,148,293
1149,0651.jpg,512,512,Person,88,192,114,314
1150,0651.jpg,512,512,Person,23,193,59,358
1151,0652.jpg,512,512,Person,43,210,81,370
1152,0652.jpg,512,512,Person,110,208,139,333
1153,0652.jpg,512,512,Person,147,220,172,329
1154,0652.jpg,512,512,Person,0,207,38,458
1155,0653.jpg,512,512,Person,21,188,62,390
1156,0653.jpg,512,512,Person,70,225,99,348
1157,0653.jpg,512,512,Person,125,225,145,337
1158,0654.jpg,512,512,Person,150,249,168,355
1159,0654.jpg,512,512,Person,90,248,123,359
1160,0654.jpg,512,512,Person,39,208,77,405
1161,0655.jpg,512,512,Person,171,242,194,336
1162,0656.jpg,512,512,Person,153,234,190,367
1163,0656.jpg,512,512,Person,211,237,239,350
1164,0657.jpg,512,512,Person,452,255,483,423
1165,0658.jpg,512,512,Person,67,219,78,257
1166,0658.jpg,512,512,Person,77,223,88,264
1167,0659.jpg,512,512,Person,242,207,257,260
1168,0660.jpg,512,512,Person,131,202,173,446
1169,0661.jpg,512,512,Person,425,229,448,289
1170,0662.jpg,512,512,Person,448,248,471,306
1171,0662.jpg,512,512,Car,149,261,258,361
1172,0662.jpg,512,512,Car,419,262,512,398
1173,0663.jpg,512,512,Person,293,255,322,397
1174,0663.jpg,512,512,Person,318,245,346,404
1175,0664.jpg,512,512,Car,119,206,142,236
1176,0665.jpg,512,512,Person,260,210,279,295
1177,0665.jpg,512,512,Person,273,207,290,294
1178,0665.jpg,512,512,Car,117,230,265,349
1179,0665.jpg,512,512,Car,305,229,462,337
1180,0666.jpg,512,512,Person,185,237,211,341
1181,0666.jpg,512,512,Car,290,238,506,429
1182,0666.jpg,512,512,Car,90,230,165,315
1183,0666.jpg,512,512,Car,35,231,87,293
1184,0667.jpg,512,512,Person,365,246,373,281
1185,0667.jpg,512,512,Person,370,245,380,284
1186,0667.jpg,512,512,Car,141,248,229,334
1187,0668.jpg,512,512,Person,422,219,438,282
1188,0668.jpg,512,512,Person,442,219,459,290
1189,0668.jpg,512,512,Person,164,215,175,257
1190,0669.jpg,512,512,Car,268,250,284,268
1191,0670.jpg,512,512,Car,137,234,158,263
1192,0670.jpg,512,512,Car,326,259,378,288
1193,0671.jpg,512,512,Person,26,229,52,326
1194,0671.jpg,512,512,Person,27,213,73,497
1195,0671.jpg,512,512,Person,349,220,359,267
1196,0671.jpg,512,512,Person,366,216,383,275
1197,0671.jpg,512,512,Person,397,216,412,272
1198,0671.jpg,512,512,Person,475,215,498,292
1199,0672.jpg,512,512,Person,449,251,482,363
1200,0672.jpg,512,512,Person,167,231,188,352
1201,0672.jpg,512,512,Person,185,230,205,339
1202,0673.jpg,512,512,Person,486,227,512,387
1203,0673.jpg,512,512,Person,115,212,139,296
1204,0674.jpg,512,512,Person,138,232,164,313
1205,0675.jpg,512,512,Person,103,210,127,323
1206,0675.jpg,512,512,Person,125,232,147,333
1207,0675.jpg,512,512,Person,154,219,172,298
1208,0675.jpg,512,512,Person,170,213,186,301
1209,0675.jpg,512,512,Person,333,221,352,316
1210,0676.jpg,512,512,Person,127,229,148,342
1211,0676.jpg,512,512,Person,145,251,168,360
1212,0676.jpg,512,512,Person,176,237,192,311
1213,0676.jpg,512,512,Person,192,236,208,323
1214,0676.jpg,512,512,Person,353,244,375,333
1215,0677.jpg,512,512,Person,195,313,242,482
1216,0677.jpg,512,512,Person,241,333,311,512
1217,0677.jpg,512,512,Person,433,212,460,349
1218,0677.jpg,512,512,Person,481,225,503,322
1219,0678.jpg,512,512,Car,317,230,374,261
1220,0678.jpg,512,512,Car,130,197,150,227
1221,0679.jpg,512,512,Person,219,234,232,273
1222,0679.jpg,512,512,Person,176,212,197,283
1223,0679.jpg,512,512,Person,151,208,169,281
1224,0680.jpg,512,512,Person,171,229,193,299
1225,0680.jpg,512,512,Person,200,233,220,300
1226,0680.jpg,512,512,Person,242,253,257,296
1227,0681.jpg,512,512,Person,21,201,59,378
1228,0682.jpg,512,512,Person,40,222,84,399
1229,0682.jpg,512,512,Person,371,245,387,305
1230,0683.jpg,512,512,Person,356,216,367,262
1231,0683.jpg,512,512,Person,370,224,381,258
1232,0684.jpg,512,512,Car,159,232,185,268
1233,0684.jpg,512,512,Car,320,262,390,301
1234,0685.jpg,512,512,Person,439,247,498,489
1235,0686.jpg,512,512,Person,457,264,512,512
1236,0687.jpg,512,512,Car,315,227,390,274
1237,0687.jpg,512,512,Car,147,192,176,230
1238,0688.jpg,512,512,Car,337,258,410,314
1239,0688.jpg,512,512,Car,190,228,227,278
1240,0688.jpg,512,512,Car,177,245,195,272
1241,0689.jpg,512,512,Traffic_light,391,146,418,166
1242,0689.jpg,512,512,Traffic_light,477,135,508,155
1243,0689.jpg,512,512,Car,327,245,408,388
1244,0689.jpg,512,512,Car,445,236,512,365
1245,0690.jpg,512,512,Car,169,207,188,239
1246,0690.jpg,512,512,Bus,181,192,214,239
1247,0690.jpg,512,512,Car,323,222,406,285
1248,0691.jpg,512,512,Person,143,228,157,288
1249,0691.jpg,512,512,Person,155,229,167,283
1250,0691.jpg,512,512,Person,182,230,193,266
1251,0691.jpg,512,512,Car,332,224,374,280
1252,0691.jpg,512,512,Car,263,219,286,260
1253,0692.jpg,512,512,Bus,222,224,279,295
1254,0692.jpg,512,512,Car,437,257,512,368
1255,0692.jpg,512,512,Car,206,250,233,283
1256,0693.jpg,512,512,Car,417,226,512,342
1257,0693.jpg,512,512,Car,198,212,226,253
1258,0693.jpg,512,512,Bus,214,184,274,259
1259,0694.jpg,512,512,Person,365,219,403,381
1260,0694.jpg,512,512,Person,401,211,435,397
1261,0695.jpg,512,512,Person,386,245,422,403
1262,0695.jpg,512,512,Person,418,232,454,420
1263,0696.jpg,512,512,Bus,290,204,413,331
1264,0696.jpg,512,512,Car,255,251,296,306
1265,0697.jpg,512,512,Car,244,215,290,275
1266,0697.jpg,512,512,Bus,272,165,399,295
1267,0698.jpg,512,512,Person,393,196,418,335
1268,0698.jpg,512,512,Person,175,212,227,399
1269,0699.jpg,512,512,Person,193,231,244,418
1270,0699.jpg,512,512,Person,413,218,442,357
1271,0700.jpg,512,512,Car,271,219,300,251
1272,0701.jpg,512,512,Car,337,249,444,379
1273,0702.jpg,512,512,Car,317,216,429,345
1274,0703.jpg,512,512,Traffic_sign,158,185,171,220
1275,0703.jpg,512,512,Person,186,232,196,280
1276,0703.jpg,512,512,Person,193,236,205,283
1277,0703.jpg,512,512,Person,209,234,221,273
1278,0704.jpg,512,512,Traffic_sign,169,165,187,197
1279,0705.jpg,512,512,Traffic_sign,193,185,210,216
1280,0706.jpg,512,512,Person,481,210,502,302
1281,0707.jpg,512,512,Car,329,230,448,379
1282,0708.jpg,512,512,Traffic_sign,350,206,363,238
1283,0708.jpg,512,512,Car,301,229,354,316
1284,0709.jpg,512,512,Car,310,191,428,344
1285,0710.jpg,512,512,Traffic_sign,299,200,309,223
1286,0711.jpg,512,512,Traffic_sign,322,215,336,246
1287,0712.jpg,512,512,Traffic_sign,301,215,311,235
1288,0712.jpg,512,512,Car,150,249,219,346
1289,0712.jpg,512,512,Car,279,247,329,322
1290,0713.jpg,512,512,Traffic_sign,299,188,314,212
1291,0713.jpg,512,512,Car,280,219,329,289
1292,0714.jpg,512,512,Traffic_sign,326,209,337,229
1293,0714.jpg,512,512,Car,303,238,353,308
1294,0714.jpg,512,512,Car,287,235,306,269
1295,0715.jpg,512,512,Car,316,243,385,332
1296,0716.jpg,512,512,Car,434,306,512,512
1297,0717.jpg,512,512,Car,300,206,372,306
1298,0718.jpg,512,512,Car,307,238,352,308
1299,0719.jpg,512,512,Person,133,230,170,425
1300,0720.jpg,512,512,Person,293,236,313,311
1301,0721.jpg,512,512,Person,317,255,339,332
1302,0722.jpg,512,512,Car,295,201,341,274
1303,0723.jpg,512,512,Person,363,249,377,326
1304,0723.jpg,512,512,Person,351,252,363,326
1305,0723.jpg,512,512,Person,97,245,121,385
1306,0723.jpg,512,512,Car,69,224,140,326
1307,0724.jpg,512,512,Person,119,194,130,265
1308,0724.jpg,512,512,Person,124,197,151,324
1309,0724.jpg,512,512,Person,88,196,103,293
1310,0724.jpg,512,512,Person,102,204,117,287
1311,0724.jpg,512,512,Car,185,197,219,259
1312,0725.jpg,512,512,Car,292,245,328,298
1313,0726.jpg,512,512,Car,282,206,323,266
1314,0727.jpg,512,512,Car,291,243,321,293
1315,0728.jpg,512,512,Car,282,209,316,259
1316,0729.jpg,512,512,Car,278,240,314,283
1317,0730.jpg,512,512,Car,272,209,305,250
1318,0731.jpg,512,512,Car,268,251,296,293
1319,0732.jpg,512,512,Car,377,285,512,512
1320,0733.jpg,512,512,Car,264,218,291,256
1321,0734.jpg,512,512,Car,258,249,282,284
1322,0735.jpg,512,512,Car,252,208,277,250
1323,0736.jpg,512,512,Car,257,247,280,272
1324,0737.jpg,512,512,Car,246,211,277,240
1325,0738.jpg,512,512,Car,264,251,281,276
1326,0739.jpg,512,512,Car,258,211,280,244
1327,0740.jpg,512,512,Car,120,254,163,304
1328,0741.jpg,512,512,Car,302,278,462,438
1329,0742.jpg,512,512,Car,197,257,223,279
1330,0742.jpg,512,512,Person,100,258,126,356
1331,0743.jpg,512,512,Car,252,214,266,234
1332,0743.jpg,512,512,Person,333,221,350,272
1333,0743.jpg,512,512,Person,349,222,367,275
1334,0744.jpg,512,512,Bus,240,203,280,239
1335,0744.jpg,512,512,Bus,181,203,258,234
1336,0745.jpg,512,512,Bus,290,228,334,286
1337,0746.jpg,512,512,Bus,361,196,511,353
1338,0746.jpg,512,512,Car,17,274,162,365
1339,0746.jpg,512,512,Car,173,259,206,287
1340,0746.jpg,512,512,Person,422,252,456,379
1341,0747.jpg,512,512,Car,167,244,208,274
1342,0748.jpg,512,512,Car,140,224,182,270
1343,0749.jpg,512,512,Car,267,247,424,412
1344,0750.jpg,512,512,Car,123,251,175,309
1345,0751.jpg,512,512,Car,250,243,325,306
1346,0751.jpg,512,512,Car,427,243,496,287
1347,0751.jpg,512,512,Car,21,253,98,338
1348,0752.jpg,512,512,Car,236,211,314,272
1349,0752.jpg,512,512,Car,418,210,494,264
1350,0752.jpg,512,512,Car,4,219,80,304
1351,0753.jpg,512,512,Car,245,234,333,332
1352,0754.jpg,512,512,Traffic_sign,412,161,437,208
1353,0754.jpg,512,512,Car,195,221,252,314
1354,0754.jpg,512,512,Car,277,220,314,271
1355,0754.jpg,512,512,Bus,149,184,194,265
1356,0754.jpg,512,512,Bus,0,124,108,384
1357,0754.jpg,512,512,Bus,218,182,253,256
1358,0754.jpg,512,512,Person,110,195,127,265
1359,0754.jpg,512,512,Person,390,222,418,301
1360,0755.jpg,512,512,Traffic_sign,435,184,462,228
1361,0755.jpg,512,512,Bus,243,206,277,287
1362,0755.jpg,512,512,Bus,174,201,217,283
1363,0755.jpg,512,512,Bus,1,145,130,390
1364,0755.jpg,512,512,Car,218,239,274,335
1365,0755.jpg,512,512,Car,303,236,339,289
1366,0755.jpg,512,512,Person,135,219,152,281
1367,0755.jpg,512,512,Person,410,245,445,341
1368,0756.jpg,512,512,Traffic_sign,298,192,310,215
1369,0756.jpg,512,512,Car,301,218,389,319
1370,0756.jpg,512,512,Car,191,221,266,343
1371,0756.jpg,512,512,Car,123,219,189,311
1372,0756.jpg,512,512,Car,2,215,116,334
1373,0757.jpg,512,512,Traffic_sign,323,210,334,235
1374,0757.jpg,512,512,Car,209,241,286,361
1375,0757.jpg,512,512,Car,325,234,410,349
1376,0757.jpg,512,512,Car,143,238,213,336
1377,0757.jpg,512,512,Car,22,236,138,355
1378,0757.jpg,512,512,Bus,139,180,213,294
1379,0758.jpg,512,512,Traffic_sign,422,161,450,210
1380,0758.jpg,512,512,Bus,19,133,158,307
1381,0758.jpg,512,512,Bus,186,194,226,263
1382,0758.jpg,512,512,Car,181,232,262,358
1383,0758.jpg,512,512,Car,167,210,191,241
1384,0759.jpg,512,512,Traffic_sign,446,179,474,229
1385,0760.jpg,512,512,Car,274,256,317,310
1386,0761.jpg,512,512,Bus,308,243,359,304
1387,0762.jpg,512,512,Traffic_sign,310,182,323,207
1388,0762.jpg,512,512,Car,270,220,306,275
1389,0763.jpg,512,512,Traffic_sign,334,203,347,228
1390,0763.jpg,512,512,Car,294,239,329,293
1391,0764.jpg,512,512,Traffic_sign,293,205,304,225
1392,0765.jpg,512,512,Traffic_sign,467,47,512,134
1393,0766.jpg,512,512,Bus,152,190,217,304
1394,0767.jpg,512,512,Car,262,269,323,334
1395,0768.jpg,512,512,Car,46,243,87,268
1396,0769.jpg,512,512,Car,12,235,60,274
1397,0770.jpg,512,512,Car,375,209,512,425
1398,0771.jpg,512,512,Car,245,237,304,303
1399,0772.jpg,512,512,Bus,256,135,492,394
1400,0773.jpg,512,512,Bus,241,99,460,369
1401,0774.jpg,512,512,Bus,237,183,358,367
1402,0775.jpg,512,512,Traffic_sign,122,189,137,219
1403,0776.jpg,512,512,Bus,226,141,348,322
1404,0777.jpg,512,512,Bus,266,235,290,274
1405,0777.jpg,512,512,Bus,259,238,270,263
1406,0778.jpg,512,512,Car,266,263,312,311
1407,0779.jpg,512,512,Bus,220,192,306,326
1408,0780.jpg,512,512,Bus,205,144,291,285
1409,0781.jpg,512,512,Traffic_sign,122,159,141,192
1410,0782.jpg,512,512,Bus,210,206,282,314
1411,0783.jpg,512,512,Bus,199,164,275,288
1412,0784.jpg,512,512,Bus,218,204,285,309
1413,0785.jpg,512,512,Bus,210,171,272,275
1414,0786.jpg,512,512,Bus,225,208,280,302
1415,0787.jpg,512,512,Bus,206,169,273,270
1416,0788.jpg,512,512,Bus,220,217,280,297
1417,0788.jpg,512,512,Car,285,248,322,295
1418,0789.jpg,512,512,Car,277,216,314,266
1419,0789.jpg,512,512,Bus,214,176,269,270
1420,0790.jpg,512,512,Bus,220,211,276,301
1421,0790.jpg,512,512,Car,401,243,512,420
1422,0791.jpg,512,512,Car,384,209,512,405
1423,0791.jpg,512,512,Bus,212,182,264,266
1424,0792.jpg,512,512,Bus,224,222,284,305
1425,0792.jpg,512,512,Car,170,263,209,301
1426,0793.jpg,512,512,Car,157,230,197,274
1427,0793.jpg,512,512,Bus,218,188,270,270
1428,0794.jpg,512,512,Bus,228,218,274,296
1429,0794.jpg,512,512,Car,105,263,178,336
1430,0795.jpg,512,512,Car,84,228,162,304
1431,0795.jpg,512,512,Bus,215,178,268,266
1432,0795.jpg,512,512,Bus,263,201,286,246
1433,0796.jpg,512,512,Bus,282,212,348,302
1434,0796.jpg,512,512,Bus,225,210,274,289
1435,0796.jpg,512,512,Bus,201,222,227,272
1436,0797.jpg,512,512,Bus,191,189,220,237
1437,0797.jpg,512,512,Bus,212,173,266,257
1438,0797.jpg,512,512,Bus,276,173,341,267
1439,0798.jpg,512,512,Bus,227,214,279,296
1440,0798.jpg,512,512,Bus,183,221,223,285
1441,0798.jpg,512,512,Car,368,270,512,409
1442,0799.jpg,512,512,Car,356,236,512,395
1443,0799.jpg,512,512,Car,297,226,326,257
1444,0799.jpg,512,512,Bus,215,177,273,263
1445,0799.jpg,512,512,Bus,170,177,217,252
1446,0800.jpg,512,512,Car,269,258,306,302
1447,0801.jpg,512,512,Bus,146,206,209,306
1448,0801.jpg,512,512,Bus,235,217,287,298
1449,0801.jpg,512,512,Car,202,251,221,286
1450,0801.jpg,512,512,Car,313,262,346,293
1451,0802.jpg,512,512,Car,190,215,214,251
1452,0802.jpg,512,512,Car,308,227,340,259
1453,0802.jpg,512,512,Bus,132,169,192,268
1454,0802.jpg,512,512,Bus,224,181,277,264
1455,0803.jpg,512,512,Bus,228,211,282,303
1456,0803.jpg,512,512,Bus,32,146,158,344
1457,0803.jpg,512,512,Car,338,262,384,312
1458,0803.jpg,512,512,Car,172,245,207,289
1459,0804.jpg,512,512,Car,159,209,197,253
1460,0804.jpg,512,512,Car,330,231,381,274
1461,0804.jpg,512,512,Bus,219,175,272,268
1462,0804.jpg,512,512,Bus,6,103,151,314
1463,0805.jpg,512,512,Bus,220,209,271,295
1464,0805.jpg,512,512,Car,408,272,498,346
1465,0805.jpg,512,512,Car,139,250,192,310
1466,0805.jpg,512,512,Car,104,261,151,320
1467,0805.jpg,512,512,Car,178,253,208,285
1468,0806.jpg,512,512,Car,398,240,497,321
1469,0806.jpg,512,512,Car,125,211,177,274
1470,0806.jpg,512,512,Car,172,220,194,251
1471,0806.jpg,512,512,Car,84,223,135,285
1472,0806.jpg,512,512,Bus,211,176,262,263
1473,0807.jpg,512,512,Bus,216,210,270,293
1474,0807.jpg,512,512,Car,47,244,135,362
1475,0807.jpg,512,512,Car,158,255,192,292
1476,0808.jpg,512,512,Car,148,218,185,253
1477,0808.jpg,512,512,Car,14,204,108,325
1478,0808.jpg,512,512,Bus,208,175,260,259
1479,0809.jpg,512,512,Bus,225,184,271,266
1480,0809.jpg,512,512,Car,104,223,165,278
1481,0810.jpg,512,512,Bus,239,228,285,298
1482,0811.jpg,512,512,Car,257,230,290,267
1483,0812.jpg,512,512,Bus,241,225,286,293
1484,0813.jpg,512,512,Bus,228,211,265,278
1485,0814.jpg,512,512,Bus,216,178,262,242
1486,0815.jpg,512,512,Bus,168,243,204,287
1487,0815.jpg,512,512,Bus,230,234,272,295
1488,0816.jpg,512,512,Bus,225,197,263,262
1489,0816.jpg,512,512,Bus,160,206,196,257
1490,0817.jpg,512,512,Bus,236,218,277,274
1491,0817.jpg,512,512,Bus,145,221,194,283
1492,0818.jpg,512,512,Bus,230,181,270,241
1493,0818.jpg,512,512,Bus,132,186,190,249
1494,0819.jpg,512,512,Bus,248,242,287,295
1495,0819.jpg,512,512,Bus,125,230,202,320
1496,0820.jpg,512,512,Car,276,249,305,280
1497,0821.jpg,512,512,Bus,245,204,284,259
1498,0821.jpg,512,512,Bus,106,195,182,289
1499,0822.jpg,512,512,Bus,24,210,163,342
1500,0822.jpg,512,512,Car,296,253,328,292
1501,0823.jpg,512,512,Car,290,223,322,262
1502,0823.jpg,512,512,Bus,1,158,144,305
1503,0823.jpg,512,512,Bus,237,194,275,249
1504,0824.jpg,512,512,Bus,253,234,282,276
1505,0824.jpg,512,512,Car,420,268,512,382
1506,0825.jpg,512,512,Car,420,232,512,352
1507,0825.jpg,512,512,Bus,242,190,281,257
1508,0826.jpg,512,512,Car,267,216,297,253
1509,0827.jpg,512,512,Bus,99,1,499,460
1510,0827.jpg,512,512,Car,48,259,101,325
1511,0828.jpg,512,512,Car,41,229,93,283
1512,0828.jpg,512,512,Bus,83,1,488,448
1513,0829.jpg,512,512,Car,304,268,416,380
1514,0830.jpg,512,512,Car,260,258,287,287
1515,0831.jpg,512,512,Car,227,192,346,361
1516,0832.jpg,512,512,Car,216,241,284,348
1517,0833.jpg,512,512,Car,198,203,270,316
1518,0834.jpg,512,512,Car,212,246,259,328
1519,0835.jpg,512,512,Car,214,250,257,310
1520,0836.jpg,512,512,Car,246,226,275,258
1521,0837.jpg,512,512,Car,222,238,254,294
1522,0838.jpg,512,512,Car,227,248,257,302
1523,0838.jpg,512,512,Bus,261,233,288,283
1524,0839.jpg,512,512,Bus,269,215,314,278
1525,0839.jpg,512,512,Car,236,239,260,276
1526,0840.jpg,512,512,Car,352,263,462,369
1527,0841.jpg,512,512,Car,236,257,277,294
1528,0842.jpg,512,512,Car,268,267,336,329
1529,0843.jpg,512,512,Car,231,237,310,346
1530,0844.jpg,512,512,Car,257,246,282,270
1531,0845.jpg,512,512,Car,47,243,143,349
1532,0845.jpg,512,512,Car,208,251,246,281
1533,0846.jpg,512,512,Car,221,248,269,288
1534,0847.jpg,512,512,Traffic_sign,322,209,336,241
1535,0848.jpg,512,512,Car,269,257,333,296
1536,0849.jpg,512,512,Traffic_sign,343,228,360,264
1537,0850.jpg,512,512,Car,261,221,330,270
1538,0850.jpg,512,512,Person,75,230,91,280
1539,0851.jpg,512,512,Car,375,245,461,302
1540,0851.jpg,512,512,Person,172,256,200,319
1541,0852.jpg,512,512,Car,366,215,461,271
1542,0852.jpg,512,512,Person,156,219,187,286
1543,0853.jpg,512,512,Traffic_sign,298,208,317,243
1544,0854.jpg,512,512,Traffic_sign,321,230,340,262
1545,0855.jpg,512,512,Person,467,241,507,372
1546,0856.jpg,512,512,Person,462,215,498,347
1547,0857.jpg,512,512,Traffic_sign,407,182,428,218
1548,0858.jpg,512,512,Traffic_sign,406,184,428,219
1549,0859.jpg,512,512,Car,274,239,298,280
1550,0860.jpg,512,512,Car,249,217,276,244
1551,0861.jpg,512,512,Car,304,246,382,325
1552,0862.jpg,512,512,Car,295,229,341,287
1553,0863.jpg,512,512,Car,180,242,210,287
1554,0863.jpg,512,512,Bus,4,200,166,304
1555,0864.jpg,512,512,Car,128,221,178,275
1556,0865.jpg,512,512,Car,309,248,343,289
1557,0865.jpg,512,512,Bus,349,186,426,296
1558,0866.jpg,512,512,Car,214,264,251,302
1559,0866.jpg,512,512,Bus,386,147,512,332
1560,0867.jpg,512,512,Car,157,267,222,332
1561,0868.jpg,512,512,Car,142,240,205,292
1562,0869.jpg,512,512,Car,3,283,139,426
1563,0870.jpg,512,512,Car,235,275,254,294
1564,0871.jpg,512,512,Bus,180,97,470,350
1565,0871.jpg,512,512,Person,22,198,134,512
1566,0871.jpg,512,512,Person,110,232,170,489
1567,0871.jpg,512,512,Person,180,197,238,468
1568,0871.jpg,512,512,Person,234,201,288,512
1569,0871.jpg,512,512,Person,286,222,324,495
1570,0872.jpg,512,512,Bus,0,229,110,438
1571,0872.jpg,512,512,Person,196,282,252,512
1572,0873.jpg,512,512,Bus,73,123,428,423
1573,0874.jpg,512,512,Bus,0,118,31,356
1574,0874.jpg,512,512,Bus,60,75,424,410
1575,0874.jpg,512,512,Bus,264,141,352,196
1576,0874.jpg,512,512,Bus,359,131,481,346
1577,0874.jpg,512,512,Person,36,231,59,361
1578,0875.jpg,512,512,Bus,4,271,42,325
1579,0875.jpg,512,512,Bus,151,121,404,436
1580,0875.jpg,512,512,Car,25,302,56,335
1581,0876.jpg,512,512,Bus,129,96,512,436
1582,0877.jpg,512,512,Bus,124,221,256,327
1583,0877.jpg,512,512,Car,38,269,58,286
1584,0878.jpg,512,512,Bus,386,349,511,512
1585,0878.jpg,512,512,Car,175,455,265,504
1586,0879.jpg,512,512,Bus,0,163,56,483
1587,0879.jpg,512,512,Bus,74,53,432,473
1588,0879.jpg,512,512,Bus,351,162,512,439
1589,0880.jpg,512,512,Bus,97,0,511,288
1590,0881.jpg,512,512,Bus,0,137,198,379
1591,0881.jpg,512,512,Bus,25,1,508,460
1592,0881.jpg,512,512,Person,229,239,293,501
1593,0882.jpg,512,512,Bus,178,126,336,371
1594,0882.jpg,512,512,Car,15,232,116,289
1595,0882.jpg,512,512,Car,359,220,436,277
1596,0882.jpg,512,512,Car,438,211,510,281
1597,0883.jpg,512,512,Bus,0,0,512,450
1598,0884.jpg,512,512,Bus,164,165,377,328
1599,0885.jpg,512,512,Bus,90,205,356,373
1600,0885.jpg,512,512,Bus,354,258,428,323
1601,0885.jpg,512,512,Car,446,289,469,315
1602,0886.jpg,512,512,Bus,0,20,511,512
1603,0887.jpg,512,512,Bus,143,283,342,410
1604,0887.jpg,512,512,Car,381,345,430,374
1605,0887.jpg,512,512,Car,439,346,475,358
1606,0887.jpg,512,512,Car,342,347,381,362
1607,0887.jpg,512,512,Car,494,355,512,371
1608,0887.jpg,512,512,Car,105,346,122,358
1609,0888.jpg,512,512,Bus,50,103,431,482
1610,0889.jpg,512,512,Bus,80,51,373,331
1611,0889.jpg,512,512,Person,418,215,427,253
1612,0889.jpg,512,512,Person,374,198,392,275
1613,0889.jpg,512,512,Person,8,203,15,245
1614,0889.jpg,512,512,Person,58,206,66,242
1615,0890.jpg,512,512,Bus,0,41,88,396
1616,0890.jpg,512,512,Bus,0,43,245,406
1617,0890.jpg,512,512,Bus,67,35,416,480
1618,0890.jpg,512,512,Bus,348,183,402,235
1619,0890.jpg,512,512,Bus,422,0,512,511
1620,0891.jpg,512,512,Bus,89,141,502,424
1621,0892.jpg,512,512,Bus,0,0,460,510
1622,0893.jpg,512,512,Bus,0,1,359,511
1623,0893.jpg,512,512,Person,478,178,512,444
1624,0893.jpg,512,512,Person,445,172,479,402
1625,0893.jpg,512,512,Person,378,186,416,386
1626,0893.jpg,512,512,Person,349,201,386,478
1627,0893.jpg,512,512,Person,310,203,357,481
1628,0893.jpg,512,512,Person,268,202,308,487
1629,0893.jpg,512,512,Person,214,178,268,477
1630,0894.jpg,512,512,Bus,0,179,158,345
1631,0894.jpg,512,512,Car,213,249,242,274
1632,0895.jpg,512,512,Bus,17,10,504,492
1633,0895.jpg,512,512,Bus,214,53,512,432
1634,0896.jpg,512,512,Bus,0,119,148,383
1635,0896.jpg,512,512,Bus,88,48,398,441
1636,0896.jpg,512,512,Person,51,288,84,431
1637,0897.jpg,512,512,Bus,0,32,511,448
